Category	Term	Response	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009738	abscisic acid-activated signaling pathway	18	0.933609959	0.013033245	"Q9SKN0, F4IEM5, O48538, Q9FMM7, O04719, Q8RXD3, Q04980, O22932, Q8LD98, O80871, Q9ZQ80, F4IB81, Q39193, Q9XI93, Q9MAH1, Q39023, Q9SLV1"	667	251	17920	1.926686059	0.999978434	0.380756955	0.373309386
GOTERM_BP_DIRECT	GO:0009734	auxin-activated signaling pathway	19	0.985477178	0.015480772	"Q94BT2, P29402, Q8H0U4, Q9M1R4, Q9M1E7, Q39010, Q9ZUZ3, Q9LMX4, Q8L7G0, Q1PDI1, Q5YDB5, Q41220"	667	276	17920	1.849510028	0.999997178	0.404478344	0.396566788
GOTERM_BP_DIRECT	GO:2000031	regulation of salicylic acid mediated signaling pathway	5	0.2593361	0.016812058	"Q8L612, Q9SGN6, Q9C7N2"	667	27	17920	4.975290133	0.999999068	0.404478344	0.396566788
GOTERM_BP_DIRECT	GO:0010359	regulation of anion channel activity	3	0.15560166	0.01872777	"C0LGT6, B2GVM7"	667	6	17920	13.43328336	0.999999811	0.410989964	0.402951041
GOTERM_BP_DIRECT	GO:0006139	nucleobase-containing compound metabolic process	5	0.2593361	0.01905186	"Q9SB00, F4JZJ0, Q8LB72, Q84LH3"	667	28	17920	4.797601199	0.999999856	0.410989964	0.402951041
GOTERM_BP_DIRECT	GO:0012501	programmed cell death	6	0.31120332	0.019092443	"Q8L612, P42736, Q9SGN6, O64973, Q9C7N2"	667	42	17920	3.83808096	0.999999861	0.410989964	0.402951041
GOTERM_BP_DIRECT	GO:0009753	response to jasmonic acid	13	0.674273859	0.021331557	"Q9SKN0, Q8GZ38, Q9FJT7, P42736, Q9FH97, Q8H1P9, Q8GX77, Q39010, O23141, Q9FZ59, Q9LMA8, F4K956"	667	166	17920	2.104008237	0.999999979	0.44741573	0.438664322
GOTERM_BP_DIRECT	GO:0009737	response to abscisic acid	27	1.400414938	0.021981761	"Q9SKN0, Q93YS6, O04719, Q8L8T7, Q8RXD3, Q04980, P58766, Q9XEE9, Q9SAA7, P93758, Q8LD98, F4IB81, Q9LSY6, Q39084, Q9LS40, Q39193, P42759, Q8GX77, Q94KE2, O23141, Q9LMX4, Q9MAH1, F4IRB4, Q9C8K2"	667	458	17920	1.583836903	0.999999988	0.449527006	0.440734302
GOTERM_BP_DIRECT	GO:0009751	response to salicylic acid	11	0.570539419	0.023230752	"Q9SKN0, Q9SI37, Q9ZW24, Q9FJT7, Q8H1P9, Q8GX77, Q9SUV1, F4HVW5, F4JSE7, Q9SAA7"	667	130	17920	2.273324876	0.999999996	0.463481829	0.454416169
GOTERM_BP_DIRECT	GO:0052544	defense response by callose deposition in cell wall	4	0.20746888	0.031777681	"O65782, B2GVM7, Q9C7N2"	667	19	17920	5.656119309	1	0.565090071	0.554036965
GOTERM_BP_DIRECT	GO:0009873	ethylene-activated signaling pathway	14	0.726141079	0.033985073	"O48538, Q0WS06, Q9MA41, P28186, F4HVW5, Q8L9K1, Q8H1E4, Q9ZWJ9, Q8GWK2, Q9ZWA2, Q9FE67, P42736, O82503, F4JSE7"	667	198	17920	1.899656232	1	0.591484895	0.579915508
GOTERM_BP_DIRECT	GO:0006865	amino acid transport	7	0.363070539	0.035613746	"P92962, F4ILY9, Q9FF99, P92961, O22719, Q84WE9, F4HW02"	667	66	17920	2.849484349	1	0.598811065	0.587098379
GOTERM_BP_DIRECT	GO:0009735	response to cytokinin	7	0.363070539	0.042872914	"Q9ZWJ9, Q84TF4, Q940D0, P42736, Q9MA41, P62598, Q9C9Q8"	667	69	17920	2.725593725	1	0.680245718	0.666940179
GOTERM_BP_DIRECT	GO:0009809	lignin biosynthetic process	6	0.31120332	0.043243004	"O22203, Q9MA41, Q9LSP9, Q9C7N2"	667	52	17920	3.099988467	1	0.680245718	0.666940179
GOTERM_BP_DIRECT	GO:0009646	response to absence of light	6	0.31120332	0.049583805	"Q9SKN0, Q9FZH5, Q8L8T7, Q9SAA7, O80506"	667	54	17920	2.98517408	1	0.751102817	0.736411319
GOTERM_BP_DIRECT	GO:0009904	chloroplast accumulation movement	3	0.15560166	0.050923278	"Q9FZH5, Q682S0"	667	10	17920	8.059970015	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0000272	polysaccharide catabolic process	4	0.20746888	0.052098363	"O65440, O23553, Q9M2Z1, Q9FH80"	667	23	17920	4.672446386	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:2000012	regulation of auxin polar transport	5	0.2593361	0.060193963	"Q9FJT7, Q67XL4, Q9C5Q9, Q8RXU6"	667	40	17920	3.35832084	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0042752	regulation of circadian rhythm	5	0.2593361	0.060193963	"O04211, Q8L8T7, Q94KE2, Q9SJU5, Q9SHG6"	667	40	17920	3.35832084	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0052542	defense response by callose deposition	3	0.15560166	0.060741048	"O48538, Q9SGN6, C0LGH3"	667	11	17920	7.327245468	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0010115	regulation of abscisic acid biosynthetic process	3	0.15560166	0.060741048	"Q9ZQ80, Q9XI93"	667	11	17920	7.327245468	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0009637	response to blue light	6	0.31120332	0.067701202	"Q8GZ38, O82256, Q9FZH5, Q8L8T7, Q9ZNX9"	667	59	17920	2.732193225	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0006898	receptor-mediated endocytosis	2	0.10373444	0.072951104	B2GVM7	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0006567	threonine catabolic process	2	0.10373444	0.072951104	"Q9FPH3, Q8RXU4"	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0010647	positive regulation of cell communication	2	0.10373444	0.072951104	F4HW02	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:1903842	response to arsenite ion	2	0.10373444	0.072951104	Q9SB00	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:1904963	regulation of phytol biosynthetic process	2	0.10373444	0.072951104	"Q9LW26, Q9ZVN2"	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0000024	maltose biosynthetic process	2	0.10373444	0.072951104	"O65440, O23553"	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0010866	regulation of triglyceride biosynthetic process	2	0.10373444	0.072951104	"Q9LW26, Q9ZVN2"	667	2	17920	26.86656672	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0030154	cell differentiation	11	0.570539419	0.073083444	"Q8RWW0, O65440, Q9ZQ80, Q9C758, O23553, Q9M000, P0DKC9, Q8W234, Q9M2Z1, O81316"	667	159	17920	1.858693295	1	0.756737432	0.741935722
GOTERM_BP_DIRECT	GO:0010075	regulation of meristem growth	4	0.20746888	0.07725968	"O65440, O23553, Q9M2Z1"	667	27	17920	3.980232106	1	0.789980228	0.774528292
GOTERM_BP_DIRECT	GO:0009742	brassinosteroid mediated signaling pathway	8	0.414937759	0.078847759	"Q94F62, O04376, O04375, Q39010, Q944A7, Q9SKX1, Q3E936"	667	100	17920	2.149325337	1	0.796078766	0.780507544
GOTERM_BP_DIRECT	GO:0010078	maintenance of root meristem identity	5	0.2593361	0.079802517	"Q9LVD0, O65440, O23553, Q9SZD4, Q9XIN0"	667	44	17920	3.053018945	1	0.796078766	0.780507544
GOTERM_BP_DIRECT	GO:0010150	leaf senescence	10	0.518672199	0.082964989	"Q9SKN0, Q9FHM0, Q9ZWJ9, Q04980, Q8L7G0, Q9ZVN2, Q9SJ52, Q9SAA7, Q8VYT3"	667	142	17920	1.892011741	1	0.807920966	0.792118111
GOTERM_BP_DIRECT	GO:0048511	rhythmic process	4	0.20746888	0.084244618	"O04211, Q8L8T7, Q94KE2, O80877"	667	28	17920	3.83808096	1	0.810730562	0.794872752
GOTERM_BP_DIRECT	GO:0010114	response to red light	6	0.31120332	0.098408662	"O82256, O65782, O04211, Q8L8T7, Q9ZNX9, Q9MA15"	667	66	17920	2.442415156	1	0.901522101	0.883888417
